page	line	cell	char	area	sw	sw90	emax	width	area_ratio	sw_ratio	bold	n_same	x	y
76	30	286	v	501	4.11	7.21	10.77	41	1.132	1.161	0	13	823	4147
76	30	327	e	581	3.89	6.00	10.00	37	1.141	1.019	0	112	864	4147
76	30	364	d	583	3.59	6.00	8.94	37	1.181	1.338	1	33	901	4147
76	30	426	o	525	3.85	6.00	8.25	34	1.144	1.073	0	68	963	4147
76	30	460	n	548	3.84	6.32	10.77	40	1.159	1.043	0	93	997	4147
76	30	526	i	413	3.64	6.00	8.49	30	1.236	1.000	0	71	1063	4147
76	30	556	t	438	3.78	6.00	10.00	29	1.086	1.091	1	96	1093	4147
76	30	585	.	184	5.69	10.14	14.00	18	1.174	1.012	0	10	1122	4147
76	30	629	I	455	3.68	6.00	10.00	29	1.148	1.068	0	11	1166	4147
76	30	686	d	948	5.09	8.25	12.17	40	1.921	1.840	1	33	1223	4147
76	30	726	o	495	3.68	6.00	8.00	37	1.079	1.073	0	68	1263	4147
76	30	763	n	530	3.76	6.00	10.20	40	1.121	0.990	0	93	1300	4147
76	30	803	'	215	4.78	8.25	12.00	19	1.210	1.029	0	13	1340	4147
76	30	822	t	445	3.64	6.00	10.00	33	1.103	1.091	1	96	1359	4147
76	30	880	r	460	3.85	6.00	8.49	35	1.136	1.000	0	48	1417	4147
76	30	915	e	923	6.43	11.31	18.11	38	1.813	1.921	1	112	1452	4147
76	30	953	a	562	3.48	5.66	8.00	43	1.126	1.255	1	71	1490	4147
76	30	996	l	704	5.12	8.00	12.00	37	1.896	1.333	1	53	1533	4147
76	30	1033	l	698	5.08	8.00	12.00	38	1.879	1.333	1	53	1570	4147
76	30	1071	y	652	4.01	6.32	10.77	40	1.113	1.034	0	15	1608	4147
76	30	1135	t	433	3.64	6.00	10.00	32	1.074	1.091	1	96	1672	4147
76	30	1167	r	469	3.95	6.00	8.94	38	1.158	1.000	0	48	1704	4147
76	30	1205	u	876	5.40	8.94	12.81	46	1.740	1.491	1	34	1742	4147
76	30	1251	s	595	4.04	6.32	10.00	37	1.169	1.053	0	54	1788	4147
76	30	1288	t	421	3.54	5.66	10.00	33	1.044	1.028	0	96	1825	4147
76	30	1346	t	416	3.49	5.66	10.00	33	1.031	1.028	0	96	1883	4147
76	30	1379	h	992	5.12	8.25	12.81	46	1.898	1.825	1	46	1916	4147
76	30	1425	a	557	3.40	5.66	8.00	42	1.116	1.255	1	71	1962	4147
76	30	1467	t	417	3.53	5.66	8.49	28	1.034	1.028	0	96	2004	4147
